clip_id,youtube_id,start_time,end_time,action,adverb,sentence,clustered_action,clustered_adverb,rgb_frames,action_adv,adverb_label,action_label,action_adv_label
v_jFp6ld_IGuY_3_6,jFp6ld_IGuY,3.61,6.17,jump,suddenly," Suddenly, a man jumps on the neck of a person and throw him to the floor.",jump,instantly,76,"[('jump', 'instantly')]",14,3,139
v_rWfi4xN3XQI_91_131,rWfi4xN3XQI,91.23,131.77,stand,outdoors, Two girls stand outdoors with another horse and brush it.,stand,outdoor,1199,"[('stand', 'outdoor')]",3,4,19
v_v5i_NAlJX1Y_2_39,v5i_NAlJX1Y,2.03,39.97,row,back,A woman is seen sitting on a piece of exercise equipment and rowing back and fourth.,paddle,backwards,925,"[('paddle', 'backwards')]",0,30,250
v_Tu1oKxyfHTs_25_43,Tu1oKxyfHTs,25.69,43.39,walk,back," On a shorter board a male wearing blue swim underwear walks to the edge of the board jumps a few times, stops, turns around and walks back.",walk,backwards,539,"[('walk', 'backwards')]",0,1,32
v_kM7jFLYDUy0_2_9,kM7jFLYDUy0,2.77,9.75,move,back, He moves back and forward in his car.,move,backwards,169,"[('move', 'backwards')]",0,0,83
v_kHBTnFweJfw_0_19,kHBTnFweJfw,0.0,19.83,move,slow, The man moves slow to show the move.,move,slowly,572,"[('move', 'slowly')]",8,0,127
v_WGzUnE043iA_4_29,WGzUnE043iA,4.22,29.54,point,occasionally,  The man begins at a profile view holding a paddle while sitting in a canoe and talking to a camera occasionally pointing to a nearby shore with the paddle.,point,periodically,750,"[('point', 'periodically')]",18,61,30
v_gxuere-ofCU_87_131,gxuere-ofCU,87.84,131.42,look,off, He continues playing the instrument while looking off into the distance.,look,off,1321,"[('look', 'off')]",13,2,18
v_C8fyaj592GA_107_110,C8fyaj592GA,107.59,110.92,clap,continuously, The lady who had been instructing the group continuously claps her hands and begins to leave.,clap,continuously,91,"[('clap', 'continuously')]",7,101,426
v_q2KR3lzTrq4_127_191,q2KR3lzTrq4,127.15,191.71,ride,down, He continues to wander up the slide and rides down in the end with a girl.,ride,downwards,1915,"[('ride', 'downwards')]",2,10,79
v_S7MZle1gPzI_14_31,S7MZle1gPzI,14.61,31.09,ski,quickly," He gains his balance, and is water skiing quickly behind the boat.",ski,quickly,510,"[('ski', 'quickly')]",1,35,73
v_CQweu0ZYNHU_13_20,CQweu0ZYNHU,13.5,20.26,fall,hard, the man drops into the ramp and falls hard slamming on the bottom.,fall,firmly,175,"[('fall', 'firmly')]",12,12,147
v_R0YS8JS_0rk_35_59,R0YS8JS_0rk,35.1,59.54,spin,continuously, He spins himself around continuously and ends by jumping down the side and walking away.,turn,continuously,720,"[('turn', 'continuously')]",7,7,27
v_gh0GD6OvLHE_8_16,gh0GD6OvLHE,8.02,16.05,push,down,  Someone gets her and pushes her down.,press,downwards,239,"[('press', 'downwards')]",2,15,131
v_9qNM5tNMxK4_105_140,9qNM5tNMxK4,105.62,140.83,run,swiftly, The player in red runs swiftly across the court to hit the ball back.,run,quickly,877,"[('run', 'quickly')]",1,5,12
v_U-VzZQGWOqA_25_57,U-VzZQGWOqA,25.44,57.76,look,off, She continues eating the ice cream cone and looking off into the distance.,look,off,959,"[('look', 'off')]",13,2,18
v_8r167TmBebg_54_78,8r167TmBebg,54.64,78.62,pull,forward, The team is pulled forward and the match ends.,pull,forwards,601,"[('pull', 'forwards')]",4,8,137
v_GMwV9roiBYo_59_79,GMwV9roiBYo,59.94,79.08,walk,back, He waves and walks back towards the players.,walk,backwards,601,"[('walk', 'backwards')]",0,1,32
v_LGt_KpgXymU_28_178,LGt_KpgXymU,28.14,178.99,look,off, The camera captures her from several angles playing the instrument as well as looking off into the distance.,look,off,4496,"[('look', 'off')]",13,2,18
v_PlAVnu-ueM4_41_60,PlAVnu-ueM4,41.41,60.01,speak,briefly, The coach briefly speaks about how gives them rest before every competition.,talk,partially,570,"[('talk', 'partially')]",9,14,6
v_lneRTkBTPwg_25_56,lneRTkBTPwg,25.95,56.3,fence,back, The people switch places and continue fencing onward back and fourth.,fight,backwards,930,"[('fight', 'backwards')]",0,36,97
v_LGj7_gw2GbQ_83_126,LGj7_gw2GbQ,83.99,126.4,flip,back, An individual back flips off a boat.,turn,backwards,1291,"[('turn', 'backwards')]",0,7,9
v_kZB7yxzHOrA_67_126,kZB7yxzHOrA,67.63,126.99,jump,backwards," The woman stands on the edge of the diving board with her back from the audience, jumped backwards, flipping over as she fall in the water.",jump,backwards,1769,"[('jump', 'backwards')]",0,3,25
v_Z1N185E4gsk_0_50,Z1N185E4gsk,0.0,50.62,fall,outside,The snow is falling outside on the street.,fall,outdoor,1499,"[('fall', 'outdoor')]",3,12,562
v_Cf7xy_HQ9H0_21_180,Cf7xy_HQ9H0,21.66,180.49,rollerblade,outside,A man is rollerblading outside in a parking lot.,skate,outdoor,3975,"[('skate', 'outdoor')]",3,44,233
v_M1hPI8WvySo_99_148,M1hPI8WvySo,99.38,148.51,stick,down, You would then cut the edges and tape doen the outside of the wrapping so it sticks down.,stick,downwards,1472,"[('stick', 'downwards')]",2,45,201
v_WvxwmaDFGqk_1_7,WvxwmaDFGqk,1.78,7.36,lean,forward, He leans forward several times.,tilt,forwards,180,"[('tilt', 'forwards')]",4,17,1
v_jAlYwQevBxA_71_175,jAlYwQevBxA,71.47,175.92,ride,continuously, The people ride down the snowy mountain continuously while looking back to the camera.,ride,continuously,3119,"[('ride', 'continuously')]",7,10,134
v_t3UI2gjo8X8_28_41,t3UI2gjo8X8,28.58,41.06,swim,off, We see the man score a goal and swim off.,swim,off,389,"[('swim', 'off')]",13,46,126
v_NcjQI0avKHE_0_41,NcjQI0avKHE,0.0,41.9,fall,continuously,An intro leads into several shots of a girl riding down a snowy hill on a snowboard and continuously falling over.,fall,continuously,1231,"[('fall', 'continuously')]",7,12,498
v_UFVeN-ThOwU_0_143,UFVeN-ThOwU,0.0,143.76,talk,occasionally,A small girl uses a sponge to wash a knife at a kitchen sink while occasionally talking.,talk,periodically,4290,"[('talk', 'periodically')]",18,14,308
v_1ATBCBUgflA_36_68,1ATBCBUgflA,36.46,68.15,stir,thoroughly, The person stirs thoroughly and then wipes down a table with a cloth.,mix,completely,961,"[('mix', 'completely')]",17,53,444
v_kgPvfYhmn54_135_183,kgPvfYhmn54,135.46,183.06,pull,in," The people fall out, and are pulled back in by other rafters before continuing on their way.",pull,in,1434,"[('pull', 'in')]",6,8,68
v_5Yq5GMPBguI_79_113,5Yq5GMPBguI,79.09,113.92,walk,back, The woman walks back towards the camera and back again under the playground.,walk,backwards,340,"[('walk', 'backwards')]",0,1,32
v_zNMLz9GIQLk_33_138,zNMLz9GIQLk,33.18,138.26,dip,continuously, He continuously dips the object in cleaner and cleans all around the glass while using a rag close behind.,dip,continuously,3146,"[('dip', 'continuously')]",7,24,209
v_8xYzQMbI5fM_47_80,8xYzQMbI5fM,47.64,80.76,roll,down," He then wipes down the area, measures out more area, and then rolling the paper down over a tool.",roll,downwards,826,"[('roll', 'downwards')]",2,39,222
v_GGSY1Qvo990_13_18,GGSY1Qvo990,13.62,18.07,throw,down, She throws the weight back down while smiling to the camera.,throw,downwards,98,"[('throw', 'downwards')]",2,9,156
v_MuOkEmd4Gp0_198_208,MuOkEmd4Gp0,198.8,208.86,raise,up, They proudly raise their trophies high up to show their accomplishment.,raise,upwards,251,"[('raise', 'upwards')]",5,19,40
v_fnKOW7tJA1A_0_35,fnKOW7tJA1A,0.0,35.99,swinge,forward,  He is swinging forward and backward.,swing,forwards,1049,"[('swing', 'forwards')]",4,29,266
v_tdHQb9Uwc4A_150_186,tdHQb9Uwc4A,150.95,186.36,scroll,quickly,"Now there are people jumping into the water with their bouncy stilts, then back in a large grassy area until a black screen appears and a lot of white words and websites scroll quickly from bottom to top.",move,quickly,1082,"[('move', 'quickly')]",1,0,81
v_hlvs-e3bCq0_20_61,hlvs-e3bCq0,20.16,61.35,ski,up, He skis up to a group of people before we see an aerial video of the mountains.,ski,upwards,1027,"[('ski', 'upwards')]",5,35,507
v_JgHQCKz_DRc_3_87,JgHQCKz_DRc,3.12,87.4,comb,continuously, A hair stylist continuously combs and cuts the man's hair.,brush,continuously,2017,"[('brush', 'continuously')]",7,33,16
v_6J0IdWi4O0Q_1_22,6J0IdWi4O0Q,1.17,22.56,look,back,A young man is seen holding a tennis racket and looking back to the camera smiling.,look,backwards,633,"[('look', 'backwards')]",0,2,2
v_mFWRIp164r4_0_161,mFWRIp164r4,0.0,161.45,hang,outdoors,"A large group of people are hanging around outdoors either sitting, standing, or playing tug o war.",mount,outdoor,4830,"[('mount', 'outdoor')]",3,50,569
v_xAaHXwTz1Ug_16_25,xAaHXwTz1Ug,16.73,25.82,walk,backwards, She's walking backwards and talking to someone while watching the kite.,walk,backwards,270,"[('walk', 'backwards')]",0,1,32
v_lxtG6PbeaqY_12_45,lxtG6PbeaqY,12.04,45.49,throw,violently,  The game begins with a team of men against a team of women each taking turns throwing dodge balls at each other violently.,throw,gently,989,"[('throw', 'gently')]",16,9,85
v_5kBKAfEX7XA_13_43,5kBKAfEX7XA,13.47,43.6,jump,down, He continues moving around on the bars and ends by jumping down on the side with his arms out.,jump,downwards,899,"[('jump', 'downwards')]",2,3,5
v_WaWkDf6b_j4_6_20,WaWkDf6b_j4,6.39,20.02,walk,back, He walks back and fourth preparing to jump and eventually jumps over a pole.,walk,backwards,337,"[('walk', 'backwards')]",0,1,32
v_sahQxLbmM0U_0_9,sahQxLbmM0U,0.56,9.52,bend,forward,A woman is seen bending forward grabbing onto a set of weights.,bend,forwards,218,"[('bend', 'forwards')]",4,25,35
v_xBtydVn3MVI_16_61,xBtydVn3MVI,16.54,61.82,shave,gently, He begins gently shaving the sides of his face and moves down towards his beard.,cut,gently,1350,"[('cut', 'gently')]",16,26,384
v_XsqslHC79FQ_13_226,XsqslHC79FQ,13.09,226.15,look,constantly, She constantly looks down at the violin as she plays the notes.,look,continuously,6385,"[('look', 'continuously')]",7,2,202
v_6r3qgd1y5KE_125_152,6r3qgd1y5KE,125.55,152.18,cover,fully," The final product is shown, the wall fully covered.",cover,completely,675,"[('cover', 'completely')]",17,49,182
v_dpUDMvzlwmI_7_103,dpUDMvzlwmI,7.82,103.91,pass,back, Many people watch on the sidelines as the kids pass the ball back and fourth to one another.,pass,backwards,2881,"[('pass', 'backwards')]",0,38,80
v_gPjH9C9wdJw_0_183,gPjH9C9wdJw,0.0,183.81,look,back,A man is holding a guitar and looks back and fourth between the camera and the guitar.,look,backwards,5491,"[('look', 'backwards')]",0,2,2
v_gJKw6jGjiDE_16_99,gJKw6jGjiDE,16.35,99.69,climb,up," She climbs up to a bar and performs various flips, cartwheels, as well as doing the splits mid air.",climb,upwards,2490,"[('climb', 'upwards')]",5,18,162
v_XThYcZoFMMs_82_156,XThYcZoFMMs,82.84,156.95,add,in, They add the eggs in one by one while the mixer is still mixing and then they turn it off and add some more in.,add,in,1776,"[('add', 'in')]",6,68,267
v_M_E1i4S8Vp0_19_71,M_E1i4S8Vp0,19.76,71.45,move,back, The jumps on the swing and moves herself back and fourth.,move,backwards,1510,"[('move', 'backwards')]",0,0,83
v_cjUz6gVQPEs_60_88,cjUz6gVQPEs,60.12,88.63,jump,down, He continues swinging on the bars and ends by jumping down with his arms up.,jump,downwards,700,"[('jump', 'downwards')]",2,3,5
v_maE7PmL7Zjk_101_140,maE7PmL7Zjk,101.75,140.34,look,back," He writes on the paper, turns and walks around the pool table, and looks back towards the other man.",look,backwards,977,"[('look', 'backwards')]",0,2,2
v_Th0SMArnWiY_169_171,Th0SMArnWiY,169.33,171.41,fall,hard, A man fall off his bike hard.,fall,firmly,53,"[('fall', 'firmly')]",12,12,147
v_TM4-Miytfv4_2_4,TM4-Miytfv4,2.29,4.45,run,indoors,A guy runs indoors in a gym.,run,indoor,61,"[('run', 'indoor')]",11,5,445
v__15t4WTR19s_220_229,_15t4WTR19s,220.41,229.94,prepare,fully, The chef shows off the fully prepared salad.,make,completely,272,"[('make', 'completely')]",17,37,598
v_I4uZkBmE5eM_6_77,I4uZkBmE5eM,6.16,77.6,look,occasionally, The man is looking at the camera occasionally as he plays the drum.,look,periodically,2129,"[('look', 'periodically')]",18,2,170
v_iC1C5wfb0iU_2_12,iC1C5wfb0iU,2.51,12.3,play,outdoors, A group of men play foosball outdoors.,play,outdoor,253,"[('play', 'outdoor')]",3,6,7
v_Q684UQhx7yI_20_29,Q684UQhx7yI,20.22,29.1,walk,back, The man stands up and walks back to his horse.,walk,backwards,270,"[('walk', 'backwards')]",0,1,32
v_b_iUgvzb1-0_0_27,b_iUgvzb1-0,0.0,27.56,bend,forward,A woman bends forward extending her left left arm on front and raising her leg up while having the right hand over her shoulder.,bend,forwards,810,"[('bend', 'forwards')]",4,25,35
v_D5A6eBnKmD8_114_170,D5A6eBnKmD8,114.28,170.57,move,back,  The fighters move more and more from where they started and then try to move back.,move,backwards,1682,"[('move', 'backwards')]",0,0,83
v_1Xav7gMRCOQ_33_44,1Xav7gMRCOQ,33.06,44.37,climb,on, He spins as he climbs on and off.,climb,on,275,"[('climb', 'on')]",15,18,220
v_Cy56IkwsQVs_1_46,Cy56IkwsQVs,1.19,46.34,laugh,occasionally,"  A young man stands around a table in a room talking to two two women and some more men, occasionally laughing and smiling.",laugh,periodically,462,"[('laugh', 'periodically')]",18,69,43
v_NcjQI0avKHE_165_220,NcjQI0avKHE,165.41,220.54,move,back, She now rides down the hill without falling and is able to move effectively back and fourth.,move,backwards,1650,"[('move', 'backwards')]",0,0,83
v_fqFqQjH8M20_87_183,fqFqQjH8M20,87.98,183.3,step,off," Finally, he gets on the sidewalk skateboarding with the others still behind him and they catch up and he steps off of the skateboard looking around as they leave him behind.",step,off,2877,"[('step', 'off')]",13,16,593
v_KhAtzEJxz9M_33_109,KhAtzEJxz9M,33.59,109.94,march,forward," They change positions, marching forward.",walk,forwards,2278,"[('walk', 'forwards')]",4,1,11
v_wOZdXVdiB04_0_109,wOZdXVdiB04,0.0,109.61,throw,back,A large group of people are seen playing dodgeball against one another and throwing the ball back and fourth.,throw,backwards,3271,"[('throw', 'backwards')]",0,9,3
v_tnt6Wpv_kHc_128_179,tnt6Wpv_kHc,128.41,179.22,ride,continuously, Then man continuously rides on the machine while the camera captures him from several angles.,ride,continuously,1479,"[('ride', 'continuously')]",7,10,134
v_J0-OVQ-JB5g_174_196,J0-OVQ-JB5g,174.75,196.09,kiss,back,  The woman hugs the dog and it kisses her back.,kiss,backwards,663,"[('kiss', 'backwards')]",0,98,501
v_kH8o0M69KGc_7_15,kH8o0M69KGc,7.32,15.95,throw,down, The man lifts the bar up over his head and throws it back down.,throw,downwards,241,"[('throw', 'downwards')]",2,9,156
v_d8MgSp3oCoA_54_68,d8MgSp3oCoA,54.9,68.54,fall,heavily," After, a  sumo falls on the ground heavily, then he stands.",fall,firmly,421,"[('fall', 'firmly')]",12,12,147
v_hDpYoAAFwOA_9_19,hDpYoAAFwOA,9.08,19.83,hang,off,  A man is hanging off of a moving bicycle on a down ramp.,mount,off,252,"[('mount', 'off')]",13,50,438
v_Z-6dR4H2dns_22_99,Z-6dR4H2dns,22.36,99.8,pull,in," Cars pull in, and the woman are using soap to soap down the cars.",pull,in,2310,"[('pull', 'in')]",6,8,68
v_v8Dqgro-f-U_28_93,v8Dqgro-f-U,28.67,93.98,cut,in, We see the outside of the building and a man is interviewed with shots of the inside cut in.,cut,in,1559,"[('cut', 'in')]",6,26,349
v_RVHx_Otzcl0_0_117,RVHx_Otzcl0,0.0,117.02,dance,slowly,"The people in white costumes are dancing slowly on the stage, raising their legs and arms and forming into four groups.",dance,slowly,3511,"[('dance', 'slowly')]",8,32,299
v_fE3j74_s4KY_58_152,fE3j74_s4KY,58.83,152.72,step,up, Several more people step up to kick a goal with the goalie standing in front.,step,upwards,2351,"[('step', 'upwards')]",5,16,59
v_klqHoK_8ar8_48_83,klqHoK_8ar8,48.19,83.87,dunk,back, He stands up a bit and looks at the piece for a little before dunking his brush back in the paint and starting again.,dip,backwards,1051,"[('dip', 'backwards')]",0,24,312
v_Z0mxEFOm_Wc_13_41,Z0mxEFOm_Wc,13.29,41.19,slide,slowly,  The man slowly slides the tool over the ski surface.,move,slowly,700,"[('move', 'slowly')]",8,0,127
v_keFBEoBy0zY_36_88,keFBEoBy0zY,36.14,88.23,run,outside, A fireman runs outside carrying a board.,run,outdoor,1559,"[('run', 'outdoor')]",3,5,183
v_ybkcKusf-Kg_52_62,ybkcKusf-Kg,52.21,62.16,lower,down, He then lowers himself back down to the ground.,lower,downwards,300,"[('lower', 'downwards')]",2,62,367
v_9YnYdsmjkIY_50_113,9YnYdsmjkIY,50.66,113.97,pull,up,  The camera zooms in for a tighter shot of the man as he talks and before the man pulls the harmonica directly up to his face and plays the harmonica briefly before pulling the harmonica away and looking into the camera.,pull,upwards,1888,"[('pull', 'upwards')]",5,8,71
v_lQUqzLT7bl0_6_28,lQUqzLT7bl0,6.29,28.06,ski,on,the guy starts skiing down the sloop with other skiers also skiing down the sloop around him and comes to a big stop area but he continues to ski on while other skiers stop.,ski,on,662,"[('ski', 'on')]",15,35,542
v_EsVxUf4Ae2c_73_85,EsVxUf4Ae2c,73.67,85.17,release,back, The man kisses the fish and releases it back into the hole.,release,backwards,360,"[('release', 'backwards')]",0,92,217
v_yVrru7t3478_15_37,yVrru7t3478,15.61,37.77,ride,down, A dog rides down with her and another dog walks around the area.,ride,downwards,660,"[('ride', 'downwards')]",2,10,79
v__OY-1VtINQQ_0_33,_OY-1VtINQQ,0.87,33.8,move,back,A man is seen sitting on a piece of exercise equipment moving back and fourth.,move,backwards,991,"[('move', 'backwards')]",0,0,83
v_qnozppP4rm0_51_79,qnozppP4rm0,51.38,79.93,move,forward,The boy starts the game off and the girl begins her turn moving forward and backwards down the game.,move,forwards,839,"[('move', 'forwards')]",4,0,77
v_OW_iCiS_U4Y_47_113,OW_iCiS_U4Y,47.36,113.82,tuck,in,"All of a sudden,she returns back to the diving board and does a crazy flip where her knees are tucked in and she's doing several flips and then men applaud her and there's an instant replay.",tuck,in,1978,"[('tuck', 'in')]",6,111,333
v_0QNcOwi5bu8_19_32,0QNcOwi5bu8,19.7,32.66,move,back, The person runs paint all along the ceiling moving his arm back and fourth.,move,backwards,392,"[('move', 'backwards')]",0,0,83
v_WOkHZ33CgAs_0_20,WOkHZ33CgAs,0.0,20.92,stand,outside,Two men start fighting standing outside.,stand,outdoor,600,"[('stand', 'outdoor')]",3,4,19
v_xwu60huH3ds_137_142,xwu60huH3ds,137.67,142.96,comb,up, A man combs a dogs hair straight up.,brush,upwards,126,"[('brush', 'upwards')]",5,33,344
v_Wh-Q13ZAffE_28_121,Wh-Q13ZAffE,28.92,121.22,ride,down, An adult and child ride down as the person pulls the child out of the sled followed by more people riding down and walking up again.,ride,downwards,930,"[('ride', 'downwards')]",2,10,79
v_c5dvRUBZw2Q_17_80,c5dvRUBZw2Q,17.57,80.84,jump,in,The camera pans the rest of the people on the boat and the girl finally jumps in wearing her equipment to breath efficiently.,jump,in,1890,"[('jump', 'in')]",6,3,288
v_bxRZ-Lvjgzk_36_236,bxRZ-Lvjgzk,36.71,236.84,paint,slowly, The hand holding the brush begins painting grass into the painting slowly down the picture.,spread,slowly,5000,"[('spread', 'slowly')]",8,27,179
v_1UIathRb404_0_12,1UIathRb404,0.0,12.83,hit,hard,"An athletic young man wearing athletic gear is standing outdoors, white words on the bottom left say ""The Hit"", and with a curved stick in his hands he hits a white ball very hard across the field and does this a few times at different angles and a view shows that he hits it into a goal.",hit,firmly,301,"[('hit', 'firmly')]",12,11,152
v_aKhD_bFB7MA_111_130,aKhD_bFB7MA,111.05,130.22,jump,up, The man on stilts shows how fast he can run while on the stilts as well as jump high up.,jump,upwards,458,"[('jump', 'upwards')]",5,3,158
v_3UgGvKnelfY_65_114,3UgGvKnelfY,65.29,114.99,push,out,  More products for homes are being pushed out and a machinery is shown carrying them away.,press,out,1469,"[('press', 'out')]",10,15,406
v_UxhKb-zZoWE_0_31,UxhKb-zZoWE,0.0,31.71,walk,in,Two sumo wrestlers are seen fighting that leads into people walking in and others dancing together.,walk,in,930,"[('walk', 'in')]",6,1,36
