clip_id,youtube_id,start_time,end_time,action,adverb,sentence,clustered_action,clustered_adverb,rgb_frames,action_adv,adverb_label,action_label,action_adv_label
video1399,vGXGxTUJvfw,121.01,134.93,stand,outside,an old man stands outside and talks about fish,stand,outdoor,326,"[('stand', 'outdoor')]",0,6,1
video5799,_H267W8LweA,186.81,197.73,slice,slowly,man on a restaurant kitchen slowly slices a leaf,cut,slowly,277,"[('cut', 'slowly')]",4,30,328
video1731,TASGl0_jnjU,164.93,178.29,hang,down,a girl hanging upside down who has long frizzy and curly hair,mount,downwards,350,"[('mount', 'downwards')]",5,32,67
video8534,RINwpg4hmlc,105.46,117.96,look,hard,a bunch of men looking hard and saying something at the end,look,firmly,290,"[('look', 'firmly')]",8,13,414
video5280,sQK3Yr4Sc_k,365.29,376.34,split,down,two pink objects one kind of heart shaped and the other kind of heart shaped but upside down they are split by a yellow object as smaller white balls flow out of the yellow object and from left to right or right side up heart shape to upside down heart shaped thing,separate,downwards,263,"[('separate', 'downwards')]",5,77,309
video7135,Wmlb9ZmM2iU,121.85,136.57,hang,down,a man is hanging upside down and singing with his band mates,mount,downwards,375,"[('mount', 'downwards')]",5,32,67
video7882,BuxMwLPOAkk,251.28,270.05,look,outside,a man looking at his engine outside to fix it,look,outdoor,571,"[('look', 'outdoor')]",0,13,10
video1437,Bh44DyW1KEc,107.02,118.23,jump,in,a dog swims in the family pool then another dog jumps in to play,jump,in,331,"[('jump', 'in')]",3,24,121
video2101,9fdkdWncKI4,57.54,68.05,throw,in,a player bounces the a basketball off the headboard while another player swoops in and throws it in,throw,in,330,"[('throw', 'in')]",3,22,167
video6099,AJzds6fRfjM,193.51,206.65,dance,outside,a group of people dance around outside,dance,outdoor,392,"[('dance', 'outdoor')]",0,7,40
video6034,uMTPTuU0pos,46.96,57.4,stretch,backwards,a woman on screen does push ups as a woman lays in front on mat stretching backwards,stretch,backwards,333,"[('stretch', 'backwards')]",7,55,342
video6335,TMJf9ReoDNg,223.1,243.17,laugh,loud,2 young men sitting on a white couch looking at something start laughing out loud,laugh,loudly,481,"[('laugh', 'loudly')]",14,43,160
video4912,VjTiMtjdjTw,70.51,82.58,bow,outside,a woman trains a white horse to bow outside,bend,outdoor,361,"[('bend', 'outdoor')]",0,59,297
video4082,d74z4_2X86c,72.45,88.43,pace,fast,a fast paced video with scrolling commentary,walk,quickly,384,"[('walk', 'quickly')]",1,0,3
video4045,2lCA3T--IfU,820.73,837.05,move,fast,the video game featured a fast moving vehicle,move,quickly,511,"[('move', 'quickly')]",1,4,44
video2314,XG2bvLcRbDs,0.0,20.87,look,in,the view is of a park  and  a enclosed  area  we also see few people on the outside of  the  fence  looking in ,look,in,602,"[('look', 'in')]",3,13,94
video7352,TJ6ofmKnZ08,10.41,27.57,run,fast,person is running fast to escape from his opponents,run,quickly,426,"[('run', 'quickly')]",1,1,26
video5324,_b3XHP2olJA,29.01,45.16,flip,back,a man is flipping back on a trampoline,turn,backwards,480,"[('turn', 'backwards')]",7,19,12
video6915,zeXNqs7Wt80,459.37,474.39,walk,outside,a man in a suit walks outside and speaks with police officers,walk,outdoor,450,"[('walk', 'outdoor')]",0,0,16
video9418,x7PTbo4ZSW0,515.44,544.34,sit,inside,birds flying in air a  old man  in black coat  color dress wearing cloth speaking discusing on topic and bus travelling children inside sitting displaying on screen,sit,indoor,698,"[('sit', 'indoor')]",2,8,30
video877,t9bNiJdgybQ,23.04,33.36,sing,outside,a man sings with his band behind him outside,sing,outdoor,250,"[('sing', 'outdoor')]",0,9,19
video4934,_tGOKEqzD70,8.46,24.1,talk,rapidly,two hindu couples talking rapidly while one woman hands a baby to her husband,talk,quickly,482,"[('talk', 'quickly')]",1,2,33
video8836,bWY4OjQdqpI,928.36,939.97,stand,outside,line of people standing outside,stand,outdoor,331,"[('stand', 'outdoor')]",0,6,1
video6146,sNoAyBzCeSk,187.85,199.93,fly,up,a vehical moving on raod and bridge scene and bird flying up on clouds displaying on screen,fly,upwards,302,"[('fly', 'upwards')]",9,27,286
video8123,uAF1DiqAY1c,121.4,149.43,stand,outdoors,a woman is standing outdoors with strollers,stand,outdoor,840,"[('stand', 'outdoor')]",0,6,1
video3433,yRtjhURTELs,338.39,366.83,sit,outside,a young boy is sitting outside and playing with toy dinosaurs,sit,outdoor,674,"[('sit', 'outdoor')]",0,8,64
video5301,B2kqwCyHsEE,413.25,425.25,cover,fully,in the video game a fully covered man is hitting the enemies thus defeating them,cover,completely,360,"[('cover', 'completely')]",15,31,92
video9720,1DQwhuFhcJk,168.17,179.48,dance,outside,three boys in different colored suits sing and dance outside in a music video,dance,outdoor,265,"[('dance', 'outdoor')]",0,7,40
video5181,44ZdhyubJ3I,57.61,73.45,dance,outside,a person dances around outside,dance,outdoor,480,"[('dance', 'outdoor')]",0,7,40
video1634,Xa7Bgj0y3eg,35.49,49.69,run,out,a fake disaster scene fro training and people running out checking on the dummies in the road,run,out,351,"[('run', 'out')]",11,1,37
video2948,xlXk49Mh7go,45.59,57.64,ski,down,a man is skiing down in the snow through an enclosed area,ski,downwards,360,"[('ski', 'downwards')]",5,50,215
video9463,ZSXQqw2B7Pw,207.01,220.65,take,forcefully,a man in blue shirt forcefully taking the shoes from the leg,take,firmly,392,"[('take', 'firmly')]",8,16,430
video2702,CxidNsTttHk,0.0,27.61,knock,lightly,a group of people lightly knock around a softball or a baseball,hit,gently,810,"[('hit', 'gently')]",12,12,200
video3822,PqxH9iXUDf0,13.8,28.08,stand,outside,a man is standing in front of a poorly put together band outside talking to a man in an office,stand,outdoor,377,"[('stand', 'outdoor')]",0,6,1
video9937,CPFdE1GLH6U,21.47,37.32,fly,outside,a man flies a paper airplane outside,fly,outdoor,480,"[('fly', 'outdoor')]",0,27,447
video5977,5MDMv4-JG4E,136.85,148.5,sing,outside,a band sings together outside,sing,outdoor,361,"[('sing', 'outdoor')]",0,9,19
video1953,Z2eE08eZUTw,161.98,172.29,move,fast,a boy in black dress moving in water fast,move,quickly,330,"[('move', 'quickly')]",1,4,44
video3225,sKPrwY0Ycno,10.36,36.35,fly,backwards,flying backwards scene take form a lake to the mountains nice music,fly,backwards,781,"[('fly', 'backwards')]",7,27,149
video9660,xgJyoKUHzpQ,261.38,277.79,extend,forward,a type writer extends paper forward then types a few words,extend,forwards,480,"[('extend', 'forwards')]",13,38,439
video8758,U5kdQeYBRYg,72.89,90.81,run,fast,group of horses are running fast to win the first place,run,quickly,451,"[('run', 'quickly')]",1,1,26
video5742,z1nSVw6W5hI,116.12,134.1,run,fast,a little boy is  pick the bat  and hit the ball and  run fast,run,quickly,432,"[('run', 'quickly')]",1,1,26
video3476,ZFcanpNarEg,109.49,139.45,move,fast,a car moving on road fast racing wearing helmet driving displaying on screen,move,quickly,750,"[('move', 'quickly')]",1,4,44
video7531,U7sADrSOU6o,497.61,511.26,turn,back,a man in a blue shirt is seen running but then he turns back and looks at pictures on a phone,turn,backwards,419,"[('turn', 'backwards')]",7,19,12
video8891,uItqK9PLHi0,131.05,151.01,run,outside,young people are running outside in a marathon,run,outdoor,502,"[('run', 'outdoor')]",0,1,59
video4202,oCZFrwRTbiw,1520.77,1531.69,speak,outside,a child speaks to the camera outside,talk,outdoor,277,"[('talk', 'outdoor')]",0,2,6
video8017,XSKo3DgIBuk,0.0,28.68,run,hard,guy running hard hitting a women athlete,run,firmly,841,"[('run', 'firmly')]",8,1,135
video1690,oQohsDpFlNI,210.85,224.31,ride,outside,a person is riding a motorcycle outside,ride,outdoor,421,"[('ride', 'outdoor')]",0,10,141
video3115,X_bYbJi4agw,70.61,89.89,play,out,some people are playing soccer out on a field,play,out,475,"[('play', 'out')]",11,3,197
video4424,SoaOuanzfxM,135.57,155.25,put,nicely,prepared food are nicely put in plate in a table,put,properly,502,"[('put', 'properly')]",6,18,283
video6697,tWlzi_O0bhI,206.15,222.4,play,outside,some people are playing tennis outside on a court,play,outdoor,481,"[('play', 'outdoor')]",0,3,17
video6864,lXIVyiyNhis,33.09,45.97,talk,outdoors,a man and a woman talking outdoors,talk,outdoor,302,"[('talk', 'outdoor')]",0,2,6
video9126,_UUjJJQ02n0,24.27,35.35,take,down,a surfer wearing a blue shirt is taken down by a wave,take,downwards,329,"[('take', 'downwards')]",5,16,329
video7923,xxRM6hwV7fU,12.94,25.2,flow,in,in the forest water flows in between the rocks,pour,in,313,"[('pour', 'in')]",3,23,220
video8963,VK39sR4hXWY,72.45,86.84,fill,partially,a woman is talking while standing in front of brown shelves which hold partially-filled glass jars with white lids,fill,partially,337,"[('fill', 'partially')]",10,35,262
video6260,uNnnCZoDSNY,364.65,384.29,volley,vigorously,two men compete in a game of table tennis by vigorously volleying the ping pong ball over the net,hit,quickly,501,"[('hit', 'quickly')]",1,12,72
video7147,Iu2ZPHLqXuY,346.49,361.84,fry,in,a man is frying fish in outside,cook,in,452,"[('cook', 'in')]",3,11,367
video451,tWbr0vzdVxM,57.2,74.82,cut,skillfully,the clay was skillfully cut and crafted with the knife,cut,properly,511,"[('cut', 'properly')]",6,30,54
video1656,yK-v7B0H4wM,40.75,59.71,play,outdoors,person is playing with the white ball outdoors,play,outdoor,570,"[('play', 'outdoor')]",0,3,17
video5181,44ZdhyubJ3I,57.61,73.45,pace,fast,a man performs a fast-paced dance in an empty street,walk,quickly,480,"[('walk', 'quickly')]",1,0,3
video474,ZDX-bg6wgvA,303.75,329.01,run,fast,a cartoon of animal sword lifting and tiger horse ryding fighting running fast displaying on screen,run,quickly,781,"[('run', 'quickly')]",1,1,26
video9875,sn0J9o2Kazk,0.0,18.61,stand,outside,four men stand outside of a cathedral,stand,outdoor,451,"[('stand', 'outdoor')]",0,6,1
video8875,ybi9vnLoe4o,38.96,53.89,walk,in,there is a dog walking in to the road,walk,in,362,"[('walk', 'in')]",3,0,31
video2487,vscUcqrwQ98,15.4,34.35,peep,outside,a railway track and train moving on track fast person in white dress color sitting peeping outside displaying on screen,look,outdoor,380,"[('look', 'outdoor')]",0,13,10
video918,sG2aDu9wD_0,191.49,201.73,volley,vigorously,two men compete in a game of table tennis by vigorously volleying the ping pong ball over the net,hit,quickly,253,"[('hit', 'quickly')]",1,12,72
video1884,_yXoA1joYRY,229.61,254.67,cook,inside,a person is cooking food inside of a pot,cook,indoor,752,"[('cook', 'indoor')]",2,11,35
video9650,w8Wiq-POmFA,120.25,132.11,touch,almost,dwight howard almost touches the top of the backboard,touch,partially,180,"[('touch', 'partially')]",10,61,437
video4979,yUj8ozTp5JA,13.33,29.33,fly,fast,the devil is chasing down bunnies while the devils weapon is stuck on the ground a snake comes up the devil flew away as fast as he can,fly,quickly,402,"[('fly', 'quickly')]",1,27,292
video413,YH6zJpW4yfo,3.05,15.61,play,aggressively,two man playing table tennis very aggressively ,play,firmly,300,"[('play', 'firmly')]",8,3,50
video3384,yRhDi2aK5ac,18.85,33.33,dance,outdoors,a group of children singing and dancing outdoors,dance,outdoor,451,"[('dance', 'outdoor')]",0,7,40
video4190,TroBbXmAeoc,317.78,336.17,move,slowly,a car is moving slowly from low land to little high land and comes down,move,slowly,457,"[('move', 'slowly')]",4,4,100
video669,Ub9Z4UXU_MM,309.89,326.04,stir,inside,someone is stirring food inside of a pot,mix,indoor,511,"[('mix', 'indoor')]",2,15,74
video8643,SuKgZbVHL2o,55.57,77.12,cook,properly,a chef discusses how to properly cook some meat,cook,properly,661,"[('cook', 'properly')]",6,11,34
video1535,zn_YSuDWIuU,14.95,25.25,play,outside,a child plays outside of a house,play,outdoor,333,"[('play', 'outdoor')]",0,3,17
video386,_q-n8SjU_RI,39.84,55.85,walk,inside,a cartoon woman opens the door and people walk inside,walk,indoor,385,"[('walk', 'indoor')]",2,0,47
video5018,TitydQ1waoA,37.41,50.33,stand,outside,a boy is standing outside talking about weapons,stand,outdoor,327,"[('stand', 'outdoor')]",0,6,1
video9189,y3MjxWn5W9M,51.35,61.65,support,nicely,the beautiful girl in black dress is singing well and her friends are supporting her nicely,hold,properly,242,"[('hold', 'properly')]",6,17,4
video3168,3s3fuaKIdno,1412.46,1422.63,talk,inside,a group of women talk inside of their house,talk,indoor,240,"[('talk', 'indoor')]",2,2,5
video140,3q43gpuy2-w,94.21,106.12,talk,outdoors,military men are shown talking to one another outdoors,talk,outdoor,361,"[('talk', 'outdoor')]",0,2,6
video1315,6JCLY0Rlx6Q,187.23,198.83,dance,poorly,a man is dancing poorly and then suddenly is entertaining,dance,improperly,267,"[('dance', 'improperly')]",17,7,113
video5598,TNYnYEXFOd8,667.55,677.56,insert,inside,a person holding a gun in hand inserting inside   displaying on screen,insert,indoor,301,"[('insert', 'indoor')]",2,96,320
video66,606BFmZN0is,20.69,31.33,turn,backwards,a girl is singing and judges are turning backwards and hearing the song,turn,backwards,277,"[('turn', 'backwards')]",7,19,12
video1377,4bXP7qbsqNw,30.05,40.33,walk,forward,a man in a uniform is walking forward and speaking,walk,forwards,250,"[('walk', 'forwards')]",13,0,116
video5450,yjyDs0q3KBE,253.59,266.05,play,fast,a man in a black suit plays the piano very fast,play,quickly,391,"[('play', 'quickly')]",1,3,280
video4329,UU83bvXtY20,74.12,84.77,run,fast,in the track the athelets are ran very fast and ready change their baton to their team for relay item,run,quickly,302,"[('run', 'quickly')]",1,1,26
video2729,tlgBsxMH94g,16.61,26.93,ride,fast,the man rides in the car really fast on the track on a cloudy day,ride,quickly,251,"[('ride', 'quickly')]",1,10,0
video6851,xYkDbknVkyU,258.85,272.93,talk,outside,a man in a blue suit and yellow tie sits and talks outside,talk,outdoor,355,"[('talk', 'outdoor')]",0,2,6
video9231,xC6G0GIKTJE,437.88,465.28,play,nicely,a person is playing with barbie toys very nicely,play,properly,843,"[('play', 'properly')]",6,3,294
video7665,HfBGE3VmEzk,354.07,368.92,open,correctly,a woman is getting ready to show viewer how to open up a folded baby stroller correctly,open,properly,420,"[('open', 'properly')]",6,67,385
video4331,WaZFp-t2WZs,2.93,19.19,dance,slow,a man and woman have a conversation as they slow dance at a party,dance,slowly,409,"[('dance', 'slowly')]",4,7,186
video9082,4L8qC9nuO34,207.86,224.37,roll,back,a guy and a girl uses a fire extinguisher while rolling back on a chair,roll,backwards,513,"[('roll', 'backwards')]",7,29,424
video9399,VjZriXbCmuw,223.97,235.13,cut,nicely,vegetables are nicely cut and placed in  a bowl kept in the table,cut,properly,301,"[('cut', 'properly')]",6,30,54
video2216,ZBCnTKDdOus,452.65,470.09,spread,slowly,pancake mix is spread across a black pan slowly,spread,slowly,450,"[('spread', 'slowly')]",4,36,177
video7868,xgKjp1pq7iI,402.97,413.21,run,fast,a car is running faster on the road,run,quickly,277,"[('run', 'quickly')]",1,1,26
video104,M7CdTAiaLes,591.65,602.65,play,outdoors,a dj is playing music outdoors,play,outdoor,278,"[('play', 'outdoor')]",0,3,17
video4360,TcdxvRT89NU,10.88,21.28,drive,fast,the player is driving his red formula very fast on the race,drive,quickly,332,"[('drive', 'quickly')]",1,5,29
video7897,Ij4LTqSQaVM,233.51,243.98,play,outdoors,sports are being played outdoors,play,outdoor,301,"[('play', 'outdoor')]",0,3,17
video5878,_zQNHMlLJp4,193.05,211.05,bake,correctly,a screen is giving instructions on how to bake dough correctly,cook,properly,541,"[('cook', 'properly')]",6,11,34
video8045,KzjDO3bJjzk,62.46,72.76,run,fast,two cartoons robot are running fast,run,quickly,242,"[('run', 'quickly')]",1,1,26
video9853,YnuRpHkg0H8,143.42,162.21,climb,indoors,a person is climbing a stucture indoors the interior of the structure is white,climb,indoor,570,"[('climb', 'indoor')]",2,57,445
video4861,vIOn7F6o7NA,53.11,77.91,volley,vigorously,two men compete in a game of table tennis by vigorously volleying the ping pong ball over the net,hit,quickly,723,"[('hit', 'quickly')]",1,12,72
video2818,xfPvtIOs5IA,94.84,105.02,move,fast,a boat is moving fast as they see shark attacking it,move,quickly,332,"[('move', 'quickly')]",1,4,44
video9595,SwVGZED31lc,931.44,948.6,talk,in,a man standing in from of audience and talking in from of them,talk,in,512,"[('talk', 'in')]",3,2,51
video2052,wZYa9ZKZeDk,0.0,24.44,move,in,there is a satellite is moving in to the space,move,in,722,"[('move', 'in')]",3,4,165
video2960,2nQWv233XrM,318.16,330.48,run,inside,a cartoon character runs around inside of a video game,run,indoor,306,"[('run', 'indoor')]",2,1,174
video3864,OI3Bcgh4Jko,26.88,40.36,drink,fast,a man is drinking very fast from a mug,drink,quickly,350,"[('drink', 'quickly')]",1,73,258
video3547,_FrXD9uEj88,11.42,27.84,kiss,furiously,a man is furiously kissing a woman while she looks bored and uninterested,kiss,firmly,385,"[('kiss', 'firmly')]",8,68,246
video7419,XcY7SNKytcw,170.62,182.46,play,outdoors,a man in a red hat plays an acoustic guitar outdoors,play,outdoor,362,"[('play', 'outdoor')]",0,3,17
video7342,WNlnkOSe4EE,9.42,29.78,crawl,out,the cage of a pet rodent is opened and it crawls out,crawl,out,601,"[('crawl', 'out')]",11,74,298
video4951,sWBKCzzNEeo,43.73,53.73,dance,slowly,a woman wearing a pink shirt & jeans is dancing very slowly,dance,slowly,250,"[('dance', 'slowly')]",4,7,186
video7184,Wtky_SUttZc,77.38,93.55,walk,slow,horses walking slow after a horse race with a man narrating,walk,slowly,480,"[('walk', 'slowly')]",4,0,20
video1729,Y3GwvN5W1dE,337.05,351.4,move,fast,something is moving on screen very fast cannot recognize what it is,move,quickly,422,"[('move', 'quickly')]",1,4,44
video5663,tguhdO1XHOk,149.37,163.05,enter,in,two women are playing and so many people are entering in to a shopping mall,enter,in,351,"[('enter', 'in')]",3,60,130
video3153,btaq2nxhVSk,476.42,487.3,ride,fast,a front view of a motorcycle riding fast on the road,ride,quickly,331,"[('ride', 'quickly')]",1,10,0
video2680,WtWOd8A8FEE,323.45,349.08,style,nicely,a pretty young blonde lady shows how to style hair nicely,decorate,properly,780,"[('decorate', 'properly')]",6,53,13
video4050,wTcNtgA6gHs,51.77,65.55,drop,down,man on top of a ledge drops a rope down and desends,dip,downwards,421,"[('dip', 'downwards')]",5,45,269
video7056,viGf7pzcfrY,291.41,303.12,talk,inside,a woman with a blue vest is inside and talking,talk,indoor,361,"[('talk', 'indoor')]",2,2,5
video5742,z1nSVw6W5hI,116.12,134.1,play,outside,some kids are playing base ball outside in the day,play,outdoor,432,"[('play', 'outdoor')]",0,3,17
video7171,T-sxSd1uwoU,13.59,38.82,bake,half,a spoof news conference  with brittany spears and a half baked parody,cook,partially,752,"[('cook', 'partially')]",10,11,176
video2809,SwXr0ScjD9o,163.33,182.33,speak,inside,a car   moving on road  and boy in white and  black strip dress sitting speaking inside   moving on road  displaying on screen,talk,indoor,476,"[('talk', 'indoor')]",2,2,5
video5057,ZdUUY9ibX6I,200.04,228.03,kick,hard,a young man drives a car and talks about how hard the shifting kicks,kick,firmly,674,"[('kick', 'firmly')]",8,71,301
video2038,SX_y7uq8598,236.91,250.78,hit,hard,baseball players hitting the ball hard with bat,hit,firmly,422,"[('hit', 'firmly')]",8,12,43
video1634,Xa7Bgj0y3eg,35.49,49.69,push,down,the man pushing the trolley with an injured one finally pushes him down and we see a model,press,downwards,351,"[('press', 'downwards')]",5,28,134
video9295,tS9Qstl4iU4,63.44,74.49,sit,inside,a woman in a red shirt is sitting inside,sit,indoor,331,"[('sit', 'indoor')]",2,8,30
video6069,uZnMsB7vX6c,46.17,56.8,swing,hard,two boxers swing hard at each other,swing,firmly,300,"[('swing', 'firmly')]",8,75,344
video8646,UzFoThs2Qpw,100.81,111.49,chop,quickly,a man in a black shirt quickly chopping various vegetables,cut,quickly,276,"[('cut', 'quickly')]",1,30,408
